Accession	Gene ID	Description	Sum PEP Score	# PSMs	# Peptides	# Unique Peptides	Abundance Ratio: (rbohF C) / (rbohC C)	Abundance Ratio (log2): (rbohF C) / (rbohC C)	Abundance Ratio Adj. P-Value: (rbohF C) / (rbohC C)	Abundance Ratio P-Value: (rbohF C) / (rbohC C)	Abundances (Grouped): rbohC C	Abundances (Grouped): rbohF C	Abundances (Grouped) CV [%]: rbohC C	Abundances (Grouped) CV [%]: rbohF C	Abundances (Normalized): F1: Sample, rbohC C	Abundances (Normalized): F2: Sample, rbohC C	Abundances (Normalized): F3: Sample, rbohC C	Abundances (Normalized): F7: Sample, rbohF C	Abundances (Normalized): F8: Sample, rbohF C	Abundances (Normalized): F9: Sample, rbohF C	Found in Sample: [S1] F1: Sample, rbohC C	Found in Sample: [S2] F2: Sample, rbohC C	Found in Sample: [S3] F3: Sample, rbohC C	Found in Sample: [S4] F4: Sample, rbohC Cd	Found in Sample: [S5] F5: Sample, rbohC Cd	Found in Sample: [S6] F6: Sample, rbohC Cd	Found in Sample: [S7] F7: Sample, rbohF C	Found in Sample: [S8] F8: Sample, rbohF C	Found in Sample: [S9] F9: Sample, rbohF C	Found in Sample: [S10] F10: Sample, rbohF Cd	Found in Sample: [S11] F11: Sample, rbohF Cd	Found in Sample: [S12] F12: Sample, rbohF Cd	Found in Sample: [S13] F13: Sample, WT C	Found in Sample: [S14] F14: Sample, WT C	Found in Sample: [S15] F15: Sample, WT C	Found in Sample: [S16] F16: Sample, WT Cd	Found in Sample: [S17] F17: Sample, WT Cd	Found in Sample: [S18] F18: Sample, WT Cd	COUNTIF
Q9SIE3	ath:AT2G22230; Q9SIE3	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase OS=Arabidopsis thaliana OX=3702 GN=At2g22230 PE=1 SV=2	66.596	464	5	3	2.151	1.1	0.0173352420888129	0.00230603641440075	22731224.0352493	48891572.1001156	14.5	62.25	22731224.0352493	25094274.2158045	18729555.7808022	22987503.3356917	48891572.1001156	89377062.0697743	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9M8Z9	A0A178VG40; ath:AT3G07000; Q9M8Z9	At3g07000 OS=Arabidopsis thaliana OX=3702 GN=F17A9.15 PE=2 SV=1	24.248	97	9	4	2.047	1.03	0.0174614293663578	0.00232544823950742	27450476.1863946	56193664.509987	25.67	26.87	35877012.3608088	27450476.1863946	21435825.8886847	56193664.509987	63124081.3378881	36281795.1638646	High	Peak Found	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	15
Q9LFE4	ath:AT5G16730; Q56Y73; Q9LFE4	WEB family protein At5g16730, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At5g16730 PE=1 SV=1	69.751	202	18	17	2.354	1.24	0.018110312222572	0.00242820335799609	12115712.1040091	28525904.9020262	25.43	39.19	12115712.1040091	13451435.5448127	7994511.20191724	12868217.5640894	29098404.5308354	28525904.9020262	High	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	17
O80612	ath:AT2G02970; O80612; Q56WA2; Q94EZ2	Probable apyrase 6 OS=Arabidopsis thaliana OX=3702 GN=APY6 PE=2 SV=2	6.683	25	4	2	2.472	1.31	0.0181108280781465	0.00242918028856298	8479157.78478829	20956773.3111869	40.54	66.23	11783741.6674475	8479157.78478829	4965996.84901886	20956773.3111869	57058629.882363	19026884.525441	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Not Found	Peak Found	Not Found	Peak Found	High	High	Not Found	Not Found	High	Not Found	Peak Found	High	6
Q58FW3	A0A178VBK7; Q58FW3	Tropomyosin OS=Arabidopsis thaliana OX=3702 GN=At3g10880 PE=1 SV=1	7.349	33	4	4	2.471	1.31	0.0183440496598914	0.00246322034177981	8576809.14550266	21193789.5817961	11.14	13.78	10012081.859565	8110190.07851035	8576809.14550266	21193789.5817961	16665461.144034	21569241.23862	High	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	10
Q9CAW4	ath:AT3G05000; Q9CAW4	Transport protein particle (TRAPP) component OS=Arabidopsis thaliana OX=3702 GN=At3g05000 PE=1 SV=1	139.151	539	14	14	0.484	-1.05	0.0185205271201715	0.00248877415714399	79195987.0176513	38341335.524325	13.46	45.76	79858506.783433	62332786.4513537	79195987.0176513	73153892.4028186	32529817.923996	38341335.524325	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9FME5	ath:AT5G60950; Q6IDL3; Q9FME5	COBRA-like protein 5 OS=Arabidopsis thaliana OX=3702 GN=COBL5 PE=2 SV=1	22.004	89	6	6	2.454	1.3	0.0191988361916278	0.00258762320281125	9061993.84797817	22236932.7338693	24.66	6.87	9061993.84797817	6085421.35450125	10074182.5286348	20699748.9956103	23756314.0369444	22236932.7338693	High	Peak Found	High	Peak Found	High	Peak Found	High	High	High	Peak Found	High	High	High	High	High	High	High	High	14
Q8L850	ath:AT3G09920; Q0WMK5; Q8L850; Q9SF93	Phosphatidylinositol 4-phosphate 5-kinase 9 OS=Arabidopsis thaliana OX=3702 GN=PIP5K9 PE=1 SV=2	14.393	81	7	6	0.149	-2.75	0.0195309570719676	0.00264315493430467	1359735.44683903	202715.478418725	16.14	59.99	1091560.84106612	1359735.44683903	1512814.53566822	190294.829402668	202715.478418725	508570.155531853	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
P19366	ath:ArthCp029; P19366	ATP synthase subunit beta, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=atpB PE=1 SV=2	206.361	848	26	25	1.89	0.92	0.0204969137541353	0.00278928980213911	93647756.921046	177017099.636237	17.56	19.05	93647756.921046	107041914.054023	74916171.1777831	144191213.739151	177017099.636237	211902910.539077	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9MA74	ath:AT1G43710; Q9MA74	Serine decarboxylase OS=Arabidopsis thaliana OX=3702 GN=SDC PE=1 SV=1	199.171	955	24	23	0.537	-0.9	0.02097501459376	0.00286171067737029	145430004.191979	78147408.0471502	43.46	6.36	61216637.5907019	158966256.005909	145430004.191979	81416828.1470547	78147408.0471502	71776030.6876336	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q94C59	ath:AT1G30690; Q94C59; Q9SA84	Patellin-4 OS=Arabidopsis thaliana OX=3702 GN=PATL4 PE=1 SV=2	228.848	972	28	28	1.876	0.91	0.0219867283863231	0.00300635532243443	51865656.7291187	97312177.4486988	29.55	15.73	73158668.2391604	41012386.548624	51865656.7291187	97312177.4486988	75927674.6381859	103629847.134331	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8RWL1	Q8RWL1	AT2G36360 protein OS=Arabidopsis thaliana OX=3702 GN=At2g36360 PE=1 SV=1	53.398	186	12	12	0.494	-1.02	0.0224468873348335	0.00307602576178811	54557090.3046204	26977624.1752171	22.29	12.54	54557090.3046204	72938445.6945301	47768206.3784495	25613467.2233652	26977624.1752171	32329097.243938	High	High	High	High	High	High	Peak Found	Peak Found	High	High	Peak Found	High	High	High	High	High	High	High	15
F4JD91	ath:AT3G07060; F4JD91	NHL domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=emb1974 PE=1 SV=1	13.455	21	5	5	3.943	1.98	0.0227559188557135	0.00312065530495875	1973876.09615619	7783963.14671504	30.95	15.46	1088229.77312945	2016043.64050525	1973876.09615619	7783963.14671504	9842817.52889267	7458265.55667192	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Peak Found	High	High	High	High	8
P52839	ath:AT2G03760; P52839; Q9SJW2	Cytosolic sulfotransferase 12 OS=Arabidopsis thaliana OX=3702 GN=SOT12 PE=1 SV=2	28.857	98	8	8	3.923	1.97	0.0232797667346999	0.00319949478154213	2074886.83923252	8140452.81144519	55.78	62.33	2074886.83923252	4725950.75968986	1832491.23970972	4187176.88971299	15620614.4487415	8140452.81144519	High	High	Peak Found	High	High	Peak Found	High	High	High	High	High	High	Peak Found	Peak Found	High	High	High	High	14
Q94K76	ath:AT5G18470; Q94K76	Curculin-like (Mannose-binding) lectin family protein OS=Arabidopsis thaliana OX=3702 GN=At5g18470 PE=1 SV=1	32.74	84	8	8	0.195	-2.36	0.0233452326122045	0.00321317271079713	1762466.89616958	343852.24063329	36.21	52.21	1992044.75173253	1762466.89616958	920301.397297655	516681.4270352	343852.24063329	161109.075821609	Peak Found	High	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	High	High	High	High	Peak Found	Peak Found	High	High	High	11
Q8GUK1	ath:AT5G12290; Q8GUK1; Q8GWL0; Q94CL3	Protein DGS1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=DGS1 PE=1 SV=1	132.855	755	21	21	0.475	-1.08	0.0238496288520028	0.00328498722296144	46739197.5167716	22182283.7702224	20.15	24.23	46739197.5167716	50153863.5764448	33561399.5648823	17893787.4606026	22182283.7702224	28951723.8871697	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9M3D2	ath:AT3G55170; Q0WT25; Q9M3D2	60S ribosomal protein L35-3 OS=Arabidopsis thaliana OX=3702 GN=RPL35C PE=2 SV=1	54.75	610	9	4	2.185	1.13	0.024091007917789	0.00331944167039255	17480979.6760591	38188834.277146	30.69	25.41	28749478.2555493	17448667.1874507	17480979.6760591	57721899.1563411	37968649.0020556	38188834.277146	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
P35908	hsa:3849; P35908; Q4VAQ2	Keratin, type II cytoskeletal 2 epidermal (Contact-Cont) OS=Homo sapiens GN=KRT2 PE=1 SV=2	559.635	3950	55	49	1.579	0.66	0.024162771909898	0.00333054096297025	1411214561.39936	2227871605.57803	19.89	20.05	1702036406.08764	1411214561.39936	1138241785.20796	1584817229.51777	2352879327.37566	2227871605.57803	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LXP4	Q9LXP4	At3g44190 OS=Arabidopsis thaliana OX=3702 GN=F26G5_140 PE=1 SV=1	159.08	885	18	17	1.834	0.88	0.0244639742087319	0.00338064141614325	78479610.7555922	143940961.880394	12.5	31.73	70281716.0103519	90086213.0553405	78479610.7555922	89462427.9199406	174698143.006157	143940961.880394	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LX13	ath:AT5G10160; Q9LX13	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase OS=Arabidopsis thaliana OX=3702 GN=At5g10160 PE=1 SV=1	75.987	607	11	9	1.84	0.88	0.0244789310228245	0.00338884303969933	97332608.9503588	179070503.47109	7.87	60.44	98564243.6056625	97332608.9503588	85224099.0523707	79072181.3463289	179070503.47109	305772834.014054	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
A0A1P8AMM7	A0A1P8AMM7	Secretory 1A OS=Arabidopsis thaliana OX=3702 GN=SEC1A PE=1 SV=1	9.344	86	3	2	0.191	-2.39	0.0244789310228245	0.00338882753441072	2522279.58935342	481945.620995653	28.11	43.93	2522279.58935342	3633815.98411644	2137151.27313862	664505.554828286		349540.466455403	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9FX56	ath:AT1G13420; Q9FX56	Cytosolic sulfotransferase 8 OS=Arabidopsis thaliana OX=3702 GN=SOT8 PE=2 SV=1	57.179	316	12	11	2.028	1.02	0.0249305740244735	0.00345386730507968	37956651.7392538	76987319.7680373	31.56	41.45	41867046.5759325	21721356.4729633	37956651.7392538	41169705.744726	101531276.188507	76987319.7680373	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SLK2	ath:AT1G54320; Q9SLK2	ALA-interacting subunit 3 OS=Arabidopsis thaliana OX=3702 GN=ALIS3 PE=1 SV=1	140.416	547	14	9	1.574	0.65	0.025247015805804	0.00350150331986665	312084683.968197	491320171.322987	24.84	28.5	312084683.968197	366391782.578304	219369625.185067	397901822.52915	691854106.805519	491320171.322987	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
O22842	ath:AT2G43610; O22842	Endochitinase At2g43610 OS=Arabidopsis thaliana OX=3702 GN=At2g43610 PE=1 SV=1	237.133	1318	16	13	1.57	0.65	0.0262720694274845	0.00365884208846756	213399922.77406	335138142.907979	9.65	57.99	239904051.493785	198488279.239975	213399922.77406	221228410.782857	680332181.801791	335138142.907979	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4J7T2	ath:AT3G24870; F4J7T2; Q9LRX4	Chromatin modification-related protein EAF1 B OS=Arabidopsis thaliana OX=3702 GN=EAF1B PE=1 SV=1	25.789	72	8	8	2.717	1.44	0.0265959953670525	0.00371258819594211	4345125.28587252	11804910.5498495	15.67	18.57	4027880.57990458	4345125.28587252	5401859.62436458	9360758.66604813	11804910.5498495	13659268.0021232	High	High	High	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	Peak Found	High	16
Q9FZD1	ath:AT1G26460; Q8LFH2; Q9FZD1	Pentatricopeptide repeat-containing protein At1g26460, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g26460 PE=1 SV=1	116.836	437	17	17	2.199	1.14	0.0266187601160954	0.00371710017961213	20476605.8109178	45034861.8155382	32.84	23.32	28389836.1113008	14552456.761052	20476605.8109178	45034861.8155382	65377409.3751223	44129597.4808463	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SZ77	ath:AT4G12120; Q9SZ77	Protein transport Sec1b OS=Arabidopsis thaliana OX=3702 GN=SEC1B PE=2 SV=3	79.392	293	16	15	2.348	1.23	0.0269669848025539	0.00376978199660782	9079723.58785379	21322652.3371394	13.54	7.71	9079723.58785379	7381454.85626333	9645329.65288635	20331845.5542034	23602282.378802	21322652.3371394	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
P0DKC7	ath:AT5G50590; ath:AT5G50690; P0DKC7; Q9FGP2	11-beta-hydroxysteroid dehydrogenase-like 4A OS=Arabidopsis thaliana OX=3702 GN=HSD4 PE=2 SV=1	61.617	420	13	12	2.35	1.23	0.0270229113494277	0.00377895457194644	9539863.99252433	22414279.0241657	65.79	15.31	23416124.8847367	9539863.99252433	7127759.8139448	22414279.0241657	18547388.1174231	25285439.6508814	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SXJ7	A0A1I9LLC3; ath:AT3G48870; Q93ZM4; Q9M2Z6; Q9SXJ7	Chaperone protein ClpC2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CLPC2 PE=1 SV=1	350.575	1604	44	15	1.566	0.65	0.0273630098825436	0.00383611541484008	305634290.812997	478721786.774001	12.64	14.96	345321597.379192	267887339.69293	305634290.812997	494748843.191494	371395339.936716	478721786.774001	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SB41	ath:AT4G25220; Q9SB41	Putative glycerol-3-phosphate transporter 2 OS=Arabidopsis thaliana OX=3702 GN=At4g25220 PE=2 SV=1	45.772	67	8	7	2.389	1.26	0.027396944020296	0.00384224597106853	9698527.69534208	23165163.8048192	38.59	44.01	9698527.69534208	5488046.81829236	12596199.0481737	10521415.840005	28090467.7211842	23165163.8048192	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Peak Found	High	Peak Found	High	High	High	High	High	11
Q9XID1	ath:AT1G34270; Q9XID1	Exostosin family protein OS=Arabidopsis thaliana OX=3702 GN=At1g34270 PE=1 SV=1	16.755	109	5	5	4.31	2.11	0.0274572843685803	0.00385346079053805	978007.80123673	4215421.0311506	57.59	51.54	978007.80123673	1710692.49834697	496508.741869084	4215421.0311506	1544052.12470313	5162462.37621757	High	High	High	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	17
A0A2H1ZE80	A0A2H1ZE80; ath:AT5G24140	Squalene monooxygenase OS=Arabidopsis thaliana OX=3702 GN=SQP2 PE=1 SV=1	45.059	139	11	10	0.559	-0.84	0.0275408378631078	0.0038720891286661	595224139.902708	332760907.548408	23.49	31.25	595224139.902708	426001307.786471	690640313.910699	501422753.207073	279155299.498731	332760907.548408	Peak Found	High	High	High	High	High	Peak Found	High	High	High	High	High	Peak Found	High	High	Peak Found	High	High	14
W8QP14	A0A178WEM8; W8QP14	Hexosyltransferase (Fragment) OS=Arabidopsis thaliana OX=3702 GN=At1g77810 PE=1 SV=1	24.423	105	8	6	0.282	-1.83	0.0275408378631078	0.0038712226780877	5902222.15654202	1662550.40647875	2.49	25.63	5957855.38010536	5682992.06389978	5902222.15654202	1104331.30177216	1662550.40647875	1870511.87485999	High	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	Peak Found	High	High	High	High	13
Q9SGH6	ath:AT3G01420; Q9SGH6	Alpha-dioxygenase 1 OS=Arabidopsis thaliana OX=3702 GN=DOX1 PE=1 SV=1	567.433	2723	38	38	1.564	0.65	0.027860928704386	0.00391848859428134	348580337.386579	545339134.887659	37.43	62.09	224000893.07441	488705352.111366	348580337.386579	493710925.255239	1388694312.9999	545339134.887659	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4KB46	F4KB46	Transcription elongation factor SPT4 homolog OS=Arabidopsis thaliana OX=3702 GN=SPT4-1 PE=1 SV=1	32.645	35	2	2	2.915	1.54	0.0278867222484644	0.00392491183768673	3614509.57006858	10535471.689686	44.23	2.79	3614509.57006858	2409083.53847035	5861736.31440471	10473564.7540245	11017506.1468124	10535471.689686	High	Peak Found	High	High	High	High	High	Peak Found	High	High	Peak Found	Peak Found	High	High	Peak Found	High	Peak Found	High	12
Q9C9U9	ath:AT1G73620; Q9C9U9	Pathogenesis-related thaumatin superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g73620 PE=1 SV=1	79.027	440	8	7	0.515	-0.96	0.0280549681195199	0.00395140396049576	85779872.471439	44152815.4137861	55.12	33.56	40791953.2291672	137872633.916402	85779872.471439	32054322.3185194	62950534.601659	44152815.4137861	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9FT88	ath:AT2G05320; Q9FT88; Q9SJ30	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Arabidopsis thaliana OX=3702 GN=GNT2 PE=1 SV=1	35.89	146	8	8	0.381	-1.39	0.028480229771305	0.0040161960210896	11793855.3395432	4497424.03442322	12.54	24.48	12116139.404758	11793855.3395432	9548709.78663769	4497424.03442322	3672302.05685436	5947951.21225497	High	High	High	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	17
Q84N64	ath:AT3G19720; Q3EB39; Q84N64; Q9LJM3	Dynamin-like protein ARC5 OS=Arabidopsis thaliana OX=3702 GN=ARC5 PE=1 SV=2	73.576	273	19	19	1.702	0.77	0.02898970250917	0.00409613409720566	143000954.756782	243444641.758723	9.31	27.75	161729295.600606	135158298.741605	143000954.756782	206536909.151523	348917759.895589	243444641.758723	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q39141	ath:AT2G34420; Q39141	Chlorophyll a-b binding protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=Lhb1B2 PE=1 SV=1	20.949	100	5	2	0.367	-1.44	0.0298703733284145	0.00423853575724231	15765821.4731478	5791631.80024474	16.98	25.42	15765821.4731478	14147677.7444861	19605470.5367498	4873941.30360739	7946018.11809032	5791631.80024474	Peak Found	Peak Found	High	High	High	High	High	Peak Found	High	High	High	High	Peak Found	High	High	High	Peak Found	High	13
Q0WP12	ath:AT2G43910; C0Z3K5; O80561; Q0WP12	Thiocyanate methyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=HOL1 PE=1 SV=2	69.801	316	8	4	2.329	1.22	0.0304166022755424	0.0043251917525795	8333919.47570358	19412048.6826176	18.61	38.53	10745788.6353908	7579596.09941025	8333919.47570358	19420523.9671601	8816827.64635845	19412048.6826176	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9C936	Q9C936	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g52820 PE=1 SV=1	45.68	91	12	12	2.786	1.48	0.0307808184189813	0.00437852552118034	3963231.08094522	11042368.1368918	61.15	38.67	8236936.98653462	2474802.41613213	3963231.08094522	11042368.1368918	7981300.00136791	17136386.1675855	High	Peak Found	Peak Found	High	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	High	Peak Found	High	High	High	10
F4ISN0	ath:AT2G25730; F4ISN0	Zinc finger FYVE domain protein OS=Arabidopsis thaliana OX=3702 GN=At2g25730 PE=1 SV=1	379.702	1735	77	77	0.536	-0.9	0.0308111319412092	0.00438438191474577	217291970.052585	116487240.516173	6.15	9.86	197574428.369561	222255820.375167	217291970.052585	116487240.516173	114327744.300941	136212575.754122	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9ASR1	ath:AT1G56070; C0Z355; Q56WX9; Q56WY3; Q570K2; Q84R07; Q8H145; Q94CA4; Q9ASR1; Q9SGT4	Elongation factor 2 OS=Arabidopsis thaliana OX=3702 GN=LOS1 PE=1 SV=1	588.84	2956	50	33	1.554	0.64	0.030844255589561	0.00439064136506206	638906260.246066	993146500.346581	18.49	6.41	638906260.246066	578627156.116329	819962434.44882	1070312440.86029	993146500.346581	942726994.162271	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
O82796	ath:AT1G18640; O82796; Q9FZ85	Phosphoserine phosphatase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSP PE=1 SV=2	48.238	115	8	8	4.256	2.09	0.0316039042864903	0.00450194456329034	1290541.11406275	5492233.25985921	76.54	28.41	4185412.13266527	1190660.20541609	1290541.11406275	5492233.25985921	8154434.07837199	4851204.46337561	High	Peak Found	High	High	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	High	High	High	High	High	High	11
F4J703	F4J703	Integrin-linked protein kinase family OS=Arabidopsis thaliana OX=3702 GN=At3g58760 PE=1 SV=1	40.258	254	9	8	0.406	-1.3	0.0316189852741718	0.00450726249911004	20460719.569357	8306366.86989061	21.29	32.14	20460719.569357	21692258.6370392	14229406.5965049	13699988.4651918	7978699.70654193	8306366.86989061	High	High	High	High	High	High	High	High	High	High	High	High	Peak Found	Peak Found	High	High	High	High	16
Q42403	ath:AT5G42980; Q42403	Thioredoxin H3 OS=Arabidopsis thaliana OX=3702 GN=TRX3 PE=1 SV=1	124.314	492	12	12	1.95	0.96	0.0316344056749355	0.0045110462706226	36532811.0441959	71236514.8319233	90.05	19.96	135118168.039213	27367019.9880125	36532811.0441959	92397448.1389493	63173695.228003	71236514.8319233	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4K6P2	F4K6P2	Respiratory burst oxidase homolog A OS=Arabidopsis thaliana OX=3702 GN=RBOHA PE=3 SV=1	23.129	166	9	6	0.227	-2.14	0.0317005445089465	0.00452365546674205	3645526.34979441	826426.176995969	27.46	74.94	2979086.78842472	5074883.88715543	3645526.34979441	615434.352690731	2352502.29077159	826426.176995969	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Not Found	Peak Found	Peak Found	High	Peak Found	High	6
O49513	ath:AT4G18430; O49513	Ras-related protein RABA1e OS=Arabidopsis thaliana OX=3702 GN=RABA1E PE=2 SV=1	125.889	842	15	8	2.007	1.01	0.031899739194278	0.0045584760885613	34752619.7560955	69762217.8424832	20.89	8.48	34752619.7560955	48752525.2520332	34332291.7038064	63371810.6351843	69762217.8424832	75128548.2878465	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8VZH2	ath:AT4G33090; Q56WG9; Q8VZH2; Q9SN00	Aminopeptidase M1 OS=Arabidopsis thaliana OX=3702 GN=APM1 PE=1 SV=1	230.101	976	39	39	1.771	0.82	0.032020485518665	0.00458640543572741	59086746.4766007	104636790.830818	16.01	30.96	75907913.2167382	57315254.2074162	59086746.4766007	62131810.1730158	118739901.444556	104636790.830818	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
A0A1P8B9D5	A0A1P8B9D5	Phototropic-responsive NPH3 family protein OS=Arabidopsis thaliana OX=3702 GN=At5g66560 PE=1 SV=1	9.344	26	5	5	0.199	-2.33	0.032020485518665	0.0045855451904051	944117.051131398	187949.27644295	23.35	99.77	654604.61205191	1054329.21057563	944117.051131398	187949.27644295	113986.722892665	758367.796434846	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	8
Q66GR1	ath:AT5G53090; Q66GR1	At5g53090 OS=Arabidopsis thaliana OX=3702 GN=MFH8.1 PE=1 SV=1	20.034	83	5	5	2.688	1.43	0.0323409245170327	0.0046344896593753	4841965.40806604	13013948.3759025	42.67	74.99	4841965.40806604	7662384.39710897	3239348.26725189	4048094.98807826	25008884.1929158	13013948.3759025	High	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	High	High	17
Q9FPJ5	ath:AT5G21090; Q9FPJ5	Leucine-rich repeat protein 1 OS=Arabidopsis thaliana OX=3702 GN=LRR1 PE=1 SV=1	28.593	62	5	5	5.409	2.44	0.0333616565647364	0.00479079475003608	603562.9769531	3264970.98959047	101.58	86.03	2322760.47727837	603562.9769531	297706.840880989	3264970.98959047	5502735.40180449	311785.668875867	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	High	High	Peak Found	7
Q43872	ath:AT5G42180; Q43872	Peroxidase 64 OS=Arabidopsis thaliana OX=3702 GN=PER64 PE=1 SV=1	101.024	607	12	11	1.973	0.98	0.0334629245447638	0.00480701427223162	33295587.0316461	65680996.9665803	25.2	14.15	33295587.0316461	38347664.5169255	22794135.4620203	68263179.638752	65680996.9665803	51946543.0986388	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9XJ27	ath:AT1G74970; Q9XJ27	30S ribosomal protein S9, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RPS9 PE=2 SV=1	10.422	17	3	3	0.173	-2.53	0.0335324630047589	0.00481868434838573	1328514.18104161	229747.921368986	18.99	128.03	1783418.41222653	1328514.18104161	1279050.89107	2062084.52831325	204390.317958213	229747.921368986	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	Peak Found	6
Q9SR71	ath:AT3G10070; Q9SR71	Transcription initiation factor TFIID subunit 12 OS=Arabidopsis thaliana OX=3702 GN=TAF12 PE=1 SV=1	8.103	21	3	3	4.51	2.17	0.0337338694055219	0.00485981737811692	862343.222899281	3888741.06991037	120.34	7.74	3039046.10104128	244693.831339224		3888741.06991037	3545138.24286176	4139907.0725589	Peak Found	Peak Found	Not Found	High	Peak Found	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	7
